station_id,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
d334f65221f6a681f8b03433f36e2075,,,,,,,,,,,,,,,,,,,,,,,
cac663c57dee1dafd5f152bb906e97d5,NujffVKeHWLWLOFGbPVR6Q,historic-heritage-square-phoenix,Historic Heritage Square,https://s3-media4.fl.yelpcdn.com/bphoto/tvM7KiREF_kwx4e4zPikZw/o.jpg,False,https://www.yelp.com/biz/historic-heritage-square-phoenix?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,40.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,[],+16026995994,(602) 699-5994,782.1417575043484,33.45020026694793,-112.0659162139024,113 N 6th St,,,Phoenix,85004,US,AZ,"['113 N 6th St', 'Phoenix, AZ 85004']"
cac663c57dee1dafd5f152bb906e97d5,-AxAWh6lFkHiceaIr3xwdw,circle-of-peace-sculpture-phoenix,Circle of Peace Sculpture,https://s3-media2.fl.yelpcdn.com/bphoto/loG9bgXCw-nyj-CZho6z6Q/o.jpg,False,https://www.yelp.com/biz/circle-of-peace-sculpture-phoenix?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,1.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,[],,,913.4775072659485,33.45087,-112.06875,400 E Monroe St,,,Phoenix,85004,US,AZ,"['400 E Monroe St', 'Phoenix, AZ 85004']"
cac663c57dee1dafd5f152bb906e97d5,pJaxpTUaGCkZy9VGaDLd4w,when-i-was-hungry-and-thirsty-phoenix,When I Was Hungry and Thirsty,https://s3-media4.fl.yelpcdn.com/bphoto/qo3FRKYmUMMAwo5Elhnwow/o.jpg,False,https://www.yelp.com/biz/when-i-was-hungry-and-thirsty-phoenix?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,1.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,[],,,988.5368092492008,33.45131054546983,-112.0698893,420 E Van Buren St,,,Phoenix,85004,US,AZ,"['420 E Van Buren St', 'Phoenix, AZ 85004']"
8d29ea89964d1eb73171310f718fe7e5,x8Q7kVKHPD1aXNRTSpBObA,civic-space-park-phoenix,Civic Space Park,https://s3-media1.fl.yelpcdn.com/bphoto/CXsbGL-DyXA1T4AtmHxtpg/o.jpg,False,https://www.yelp.com/biz/civic-space-park-phoenix?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,26.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'parks', 'title': 'Parks'}]",4.0,[],+16022627490,(602) 262-7490,703.2868556476043,33.4532,-112.07425,424 N Central Ave,,,Phoenix,85004,US,AZ,"['424 N Central Ave', 'Phoenix, AZ 85004']"
8d29ea89964d1eb73171310f718fe7e5,NujffVKeHWLWLOFGbPVR6Q,historic-heritage-square-phoenix,Historic Heritage Square,https://s3-media4.fl.yelpcdn.com/bphoto/tvM7KiREF_kwx4e4zPikZw/o.jpg,False,https://www.yelp.com/biz/historic-heritage-square-phoenix?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,40.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,[],+16026995994,(602) 699-5994,1090.9846087842216,33.45020026694793,-112.0659162139024,113 N 6th St,,,Phoenix,85004,US,AZ,"['113 N 6th St', 'Phoenix, AZ 85004']"
8d29ea89964d1eb73171310f718fe7e5,Nrp2qbjJVX9-PKlAvPHO8w,monroe-street-abbey-phoenix,Monroe Street Abbey,https://s3-media2.fl.yelpcdn.com/bphoto/rJleH3lvKTVQ-iAWgkX5pw/o.jpg,False,https://www.yelp.com/biz/monroe-street-abbey-phoenix?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,3.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,[],+16022541514,(602) 254-1514,1117.7145873488562,33.45066,-112.07809,302 W Monroe St,,,Phoenix,85003,US,AZ,"['302 W Monroe St', 'Phoenix, AZ 85003']"
8d29ea89964d1eb73171310f718fe7e5,-AxAWh6lFkHiceaIr3xwdw,circle-of-peace-sculpture-phoenix,Circle of Peace Sculpture,https://s3-media2.fl.yelpcdn.com/bphoto/loG9bgXCw-nyj-CZho6z6Q/o.jpg,False,https://www.yelp.com/biz/circle-of-peace-sculpture-phoenix?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,1.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,[],,,888.4333698376028,33.45087,-112.06875,400 E Monroe St,,,Phoenix,85004,US,AZ,"['400 E Monroe St', 'Phoenix, AZ 85004']"
8d29ea89964d1eb73171310f718fe7e5,pJaxpTUaGCkZy9VGaDLd4w,when-i-was-hungry-and-thirsty-phoenix,When I Was Hungry and Thirsty,https://s3-media4.fl.yelpcdn.com/bphoto/qo3FRKYmUMMAwo5Elhnwow/o.jpg,False,https://www.yelp.com/biz/when-i-was-hungry-and-thirsty-phoenix?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,1.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,[],,,862.2194539331781,33.45131054546983,-112.0698893,420 E Van Buren St,,,Phoenix,85004,US,AZ,"['420 E Van Buren St', 'Phoenix, AZ 85004']"
6628d10945695a8a19a0ede32f949bc4,aiaaQNthqbNFfINNwc2Otg,hackett-house-tempe,Hackett House,https://s3-media2.fl.yelpcdn.com/bphoto/Es4s1HenbXsP9rL8oCIF3Q/o.jpg,False,https://www.yelp.com/biz/hackett-house-tempe?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,5.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,[],+14803508181,(480) 350-8181,382.4814076469082,33.4263027,-111.9605626,95 W 4th St,,,Tempe,85281,US,AZ,"['95 W 4th St', 'Tempe, AZ 85281']"
